EAR,MAR,CIR,MOE,EAR_N,MAR_N,CIR_N,MOE_N,State
0.382609347,1.149569104,0.663900239,3.004550497,-0.624462481,-3.191835008,-0.328901318,-1.247918454,0
0.381945356,1.215906256,0.619782612,3.183456052,-0.679105203,-1.063826768,-1.140491244,-0.138680957,0
0.376698161,1.231009592,0.617084261,3.267893821,-1.110919947,-0.579331677,-1.190130243,0.384844094,0
0.389023917,1.228131907,0.654054957,3.156957332,-0.096579363,-0.671644018,-0.510015587,-0.302976436,0
0.389023917,1.228632322,0.689893097,3.158243666,-0.096579363,-0.655591364,0.149264521,-0.295000994,0
0.346687921,1.22882486,0.656361952,3.544469784,-3.58059433,-0.649414981,-0.467575986,2.099650715,0
0.405672126,1.282502277,0.653965475,3.161425678,1.273474886,1.072485687,-0.511661698,-0.275272113,0
0.370969836,1.347966111,0.663917469,3.633627263,-1.582328929,3.172479024,-0.32858434,2.65243858,0
0.34024628,1.241460418,0.594744847,3.64871122,-4.110705275,-0.244082975,-1.601087136,2.745961052,0
0.350665862,1.193090565,0.614573624,3.402357332,-3.253232136,-1.79572399,-1.236316039,1.218535197,0
0.3775267,1.2184163,0.650161809,3.227364581,-1.042735804,-0.983307842,-0.58163412,0.133557583,0
0.369252982,1.192466654,0.689025699,3.229402905,-1.723616357,-1.815738232,0.133307835,0.146195454,0
0.387462836,1.245559632,0.635515848,3.214655745,-0.225047567,-0.112585606,-0.851061906,0.054761166,0
0.381945356,1.22882486,0.654492258,3.217279227,-0.679105203,-0.649414981,-0.501970962,0.071027091,0
0.361626086,1.204408569,0.643650055,3.330535639,-2.351267126,-1.432657385,-0.70142464,0.773231445,0
0.347351683,1.18962999,0.66379011,3.424857421,-3.525970428,-1.906734685,-0.330927242,1.358038647,0
0.394157365,1.232506677,0.686818076,3.126940622,0.325874628,-0.531307174,0.092696298,-0.489083902,0
0.410319927,1.158714608,0.727651457,2.823929649,1.655962807,-2.898459312,0.843869091,-2.36779099,0
0.385208185,1.175239168,0.651534093,3.050919515,-0.410592726,-2.368373241,-0.55638951,-0.960424563,0
0.392955663,1.181135078,0.694604558,3.00577187,0.226981288,-2.179240231,0.235936785,-1.240345787,0
0.344367236,1.193478213,0.624709061,3.465713596,-3.77157367,-1.783288773,-1.049864064,1.611352201,0
0.36310523,1.233372279,0.607617224,3.396735099,-2.229541918,-0.503539805,-1.364286285,1.18367663,0
0.375750115,1.219756073,0.646184158,3.246189486,-1.188938784,-0.9403297,-0.654807162,0.250274422,0
0.346661846,1.222627765,0.591075485,3.526859909,-3.582740183,-0.848209603,-1.668588892,1.990467222,0
0.369319871,1.244303513,0.669352181,3.369175639,-1.718111785,-0.15288023,-0.228607122,1.012804425,0
0.335404987,1.213109841,0.601264977,3.616850936,-4.509116512,-1.15353206,-1.481142525,2.548423189,0
0.34110779,1.226876466,0.613428354,3.596741271,-4.039807799,-0.711916889,-1.257384463,2.42374067,0
0.335851235,1.241142322,0.62982307,3.695512155,-4.472392785,-0.25428709,-0.955786509,3.036132882,0
0.36357218,1.259924025,0.592379218,3.465402733,-2.191114566,0.348205155,-1.644605372,1.609424809,0
0.370015895,1.127996695,0.642544227,3.048508756,-1.660832968,-3.883849411,-0.721767515,-0.975371581,0
0.347009327,1.180078542,0.631428083,3.400711311,-3.554144447,-2.213132506,-0.92626062,1.208329656,0
0.36357218,1.400555481,0.603589951,3.852207511,-2.191114566,4.859476586,-1.438372194,4.007664285,0
0.374350107,1.282839428,0.688809042,3.426844027,-1.3041516,1.083301037,0.129322198,1.370355859,0
0.225423105,1.249916048,0.5018254,5.544755713,-13.56000842,0.027162479,-3.310437635,14.50168129,0
0.285926338,1.184775214,0.541119174,4.143637911,-8.580931738,-2.062469477,-2.587587533,5.814570327,0
0.295088214,1.212318909,0.568449153,4.108327104,-7.826960708,-1.178904095,-2.084823966,5.595638774,0
0.197806013,1.151771359,0.446848357,5.822731772,-15.83274011,-3.121189575,-4.3217979,16.22516869,0
0.391532167,1.024549398,0.717314181,2.616769413,0.109835519,-7.202302114,0.653704068,-3.652211159,0
0.360592304,0.930737536,0.696948768,2.58113533,-2.436341616,-10.21166279,0.27906097,-3.873147061,0
0.16017648,1.008229946,0.486242941,6.294494346,-18.92943963,-7.725808568,-3.597093296,19.15015745,0
0.328150716,1.067822458,0.622211047,3.254061035,-5.106102322,-5.814159478,-1.095817643,0.29907904,0
0.348444855,1.061269424,0.691171559,3.045731366,-3.436008532,-6.024372166,0.172783164,-0.992591759,0
0.351866772,1.116219488,0.691528116,3.172278762,-3.154403935,-4.261646644,0.179342414,-0.207981592,0
0.39854504,1.222117838,0.736403335,3.066448495,0.686955652,-0.864567405,1.004869045,-0.864142891,0
0.35982524,1.067290822,0.705986358,2.966136621,-2.499466668,-5.831213668,0.445316907,-1.486089438,0
0.377315118,1.027830804,0.706534518,2.724064727,-1.06014784,-7.097038945,0.455400882,-2.986966379,0
0.369223176,1.111080372,0.69692884,3.009237897,-1.726069303,-4.426502706,0.278694389,-1.218855972,0
0.382765779,1.114547045,0.720797162,2.911825214,-0.611589048,-4.315296419,0.717777154,-1.822827161,0
0.38297519,1.145080648,0.694293265,2.989960391,-0.594355671,-3.335818734,0.230210214,-1.338378992,0
0.377192413,1.097245869,0.682838849,2.908981813,-1.070245765,-4.870295287,0.019494245,-1.840456613,0
0.361705607,1.108868855,0.661194021,3.065666758,-2.344723046,-4.497445268,-0.378685016,-0.868989758,0
0.373015873,1.111645064,0.690361227,2.980154853,-1.413951575,-4.408388133,0.157876269,-1.399174594,0
0.361538462,1.129352622,0.679934183,3.123741294,-2.358478152,-3.840353068,-0.033940128,-0.508920152,0
0.39241504,1.143430354,0.712125822,2.913829077,0.182491047,-3.388757993,0.558258765,-1.810402949,0
0.377237049,1.124957798,0.675680534,2.982097868,-1.066572512,-3.981333205,-0.112190454,-1.387127649,0
0.371327261,1.1271246,0.664000338,3.035394161,-1.552914871,-3.911825065,-0.32705989,-1.056683763,0
0.346328581,1.125875684,0.63663063,3.250888738,-3.610165985,-3.951888635,-0.830554306,0.27941039,0
0.369354206,1.104543468,0.677807734,2.990472152,-1.715286197,-4.636197948,-0.073058379,-1.335206009,0
0.388036051,1.129995315,0.71407239,2.912088483,-0.177875189,-3.819736301,0.594067924,-1.821194855,0
0.379047766,1.141759715,0.674516517,3.012178982,-0.917560601,-3.442349899,-0.133603768,-1.200620862,0
0.409043389,1.043782869,0.740504072,2.55176565,1.550910883,-6.585317741,1.080306391,-4.055242868,0
0.401476495,1.135938008,0.725986658,2.82940103,0.928197952,-3.62910255,0.813243361,-2.333867724,0
0.298823016,1.100051904,0.54632713,3.681282385,-7.519607503,-4.780281386,-2.491781725,2.947906474,0
0.290770264,1.00521716,0.602368097,3.457083766,-8.182303795,-7.822454782,-1.460849484,1.557846141,0
0.38633775,1.107027341,0.734138134,2.865439221,-0.317635852,-4.556518599,0.963198292,-2.110426295,0
0.40507314,1.11393277,0.716368545,2.749954661,1.224181679,-4.335001541,0.636308099,-2.82644545,0
0.392461477,1.118033989,0.68927965,2.84877384,0.186312543,-4.203439864,0.137979525,-2.213753806,0
0.394185418,1.066648175,0.705375541,2.705955439,0.328183209,-5.851828911,0.434080286,-3.099246302,0
0.369507973,1.089729104,0.651881298,2.949135564,-1.702632079,-5.111423194,-0.550002305,-1.591498179,0
0.31781686,1.123316026,0.561805587,3.534475876,-5.956520662,-4.033999095,-2.207039305,2.037687198,0
0.378895845,1.134959386,0.705150766,2.995438989,-0.930062898,-3.660495474,0.429945313,-1.304410977,0
0.408377226,1.186466105,0.709991451,2.905318976,1.496089439,-2.008227911,0.51899478,-1.863166672,0
0.373266928,1.082290679,0.663100379,2.899508632,-1.393291171,-5.350038034,-0.343615564,-1.899191554,0
0.384877901,1.186384067,0.693238217,3.08249464,-0.437773227,-2.010859607,0.210801508,-0.764654718,0
0.298572105,1.158857783,0.57086064,3.881333063,-7.540256066,-2.893866458,-2.040462133,4.188246465,0
0.39241504,1.121671688,0.697042851,2.858380983,0.182491047,-4.086747282,0.280791741,-2.154188284,0
0.371350874,1.089036271,0.660153219,2.932634195,-1.550971661,-5.133648357,-0.397831659,-1.693808795,0
0.39241504,1.118320089,0.712125822,2.84984003,0.182491047,-4.19426213,0.558258765,-2.207143291,0
0.378902149,1.089422261,0.68499319,2.875207394,-0.929544071,-5.121266316,0.059125604,-2.049862362,0
0.395489684,1.082093581,0.728853936,2.73608548,0.435516956,-5.356360699,0.865989951,-2.91243616,0
0.392884033,1.120051725,0.699667155,2.85084562,0.221086547,-4.138713551,0.32906855,-2.200908505,0
0.395627773,1.104543468,0.696511285,2.791875457,0.446880909,-4.636197948,0.27101302,-2.566531115,0
0.386791181,1.101048451,0.682089377,2.846622429,-0.280321002,-4.748313476,0.00570692,-2.227092829,0
0.375123968,1.167928105,0.685311904,3.1134457,-1.240467178,-2.602902478,0.06498869,-0.572754159,0
0.351697036,1.113714005,0.666796263,3.166685787,-3.16837226,-4.34201923,-0.275625923,-0.24265876,0
0.373696482,1.132349614,0.65311757,3.03013185,-1.357941235,-3.744213517,-0.527259801,-1.089310769,0
0.373248162,1.089422261,0.680866133,2.918761219,-1.394835474,-5.121266316,-0.016795922,-1.779823037,0
0.390739995,1.097323186,0.723956081,2.808320622,0.044644234,-4.867815084,0.775888766,-2.464568974,0
0.377192413,1.110451812,0.705217885,2.94399297,-1.070245765,-4.446666082,0.431180046,-1.623382929,0
0.373123532,1.125652707,0.688328861,3.016836549,-1.405091881,-3.959041437,0.120488762,-1.17174335,0
0.386483317,1.112430732,0.708447494,2.878340884,-0.305656505,-4.383184953,0.490592079,-2.030434321,0
0.363910662,1.089036271,0.660002373,2.992592372,-2.163259357,-5.133648357,-0.400606643,-1.322060373,0
0.38129407,1.074143177,0.658501439,2.817099085,-0.732702371,-5.611399168,-0.428217882,-2.410141372,0
0.369158721,1.128394113,0.654290153,3.056663834,-1.731373516,-3.87110077,-0.505688906,-0.924809049,0
0.3716101,1.123957561,0.686563007,3.024561391,-1.529638803,-4.013419479,0.088004038,-1.12384833,0
0.363634057,1.130109503,0.677363813,3.107820848,-2.186022419,-3.816073323,-0.081224781,-0.60762897,0
0.356979757,1.14050291,0.645697709,3.194867178,-2.733633927,-3.482666533,-0.663755898,-0.067930503,0
0.378917337,1.13675021,0.681263963,2.999995243,-0.928294158,-3.603048198,-0.009477439,-1.276161614,0
0.364382521,1.12250893,0.636932596,3.080578415,-2.12442798,-4.059889649,-0.824999331,-0.776535563,0
0.377032245,1.125875684,0.707658839,2.986152242,-1.08342669,-3.951888635,0.476083951,-1.361990003,0
0.400106394,1.13137085,0.709001877,2.827675006,0.815446326,-3.775610967,0.500790534,-2.344569298,0
0.402242117,1.109578112,0.681361451,2.758483172,0.991204364,-4.474693242,-0.007684034,-2.773567582,0
0.382944438,1.242849729,0.70863138,3.24550928,-0.59688634,-0.199515719,0.493974863,0.24605706,0
0.314728206,1.209167661,0.591346054,3.841942466,-6.210699551,-1.279991969,-1.663611492,3.944019688,0
0.377519002,1.204766036,0.675657347,3.191272572,-1.043369319,-1.421190287,-0.112616992,-0.090217525,0
0.367983341,1.158022154,0.669280065,3.14694179,-1.828100713,-2.920672304,-0.229933778,-0.365074083,0
0.390747127,1.252156937,0.707961864,3.204519884,0.045231138,0.099047243,0.481658406,-0.00808248,0
0.379158176,1.187891336,0.726459804,3.132970384,-0.908474506,-1.962508403,0.821947386,-0.451698604,0
0.391357421,1.176985382,0.677341169,3.007443632,0.095454892,-2.312356997,-0.081641336,-1.229980645,0
0.382944438,1.15021876,0.694519788,3.003617873,-0.59688634,-3.170994909,0.234377354,-1.253700844,0
0.365424268,1.164209867,0.661279539,3.185912842,-2.038698102,-2.722178643,-0.377111823,-0.123448537,0
0.367519947,1.153488902,0.642036168,3.138574961,-1.866235487,-3.066093057,-0.731113777,-0.416949503,0
0.375280137,1.186694579,0.670780882,3.162156648,-1.227615388,-2.000898792,-0.202324689,-0.270740003,0
0.308167511,1.134477248,0.555351169,3.681365516,-6.750607977,-3.675961812,-2.325775094,2.9484219,0
0.310086836,1.236125943,0.552079956,3.986386384,-6.592658256,-0.415205899,-2.385952476,4.839590593,0
0.303753323,1.182118969,0.564112466,3.89170712,-7.113870897,-2.147678297,-2.164601865,4.252566956,0
0.18142455,1.062671712,0.46475138,5.857375469,-17.18084261,-5.979388622,-3.992453042,16.43996408,0
0.327370564,1.104153133,0.609424332,3.372792959,-5.170304437,-4.648719378,-1.33104265,1.035232273,0
0.316490447,1.08968977,0.560368205,3.443041581,-6.065677022,-5.112684994,-2.23348145,1.470782784,0
0.321296345,1.131962246,0.601179298,3.52310963,-5.67017861,-3.756639753,-1.48271868,1.967215007,0
0.302843839,1.16271042,0.550405566,3.839306831,-7.188716323,-2.770278951,-2.416754632,3.92767841,0
0.294449592,1.113446101,0.561315307,3.781448957,-7.879515792,-4.350613253,-2.216058531,3.568952133,0
0.313377332,1.063987429,0.615486383,3.395227804,-6.321868968,-5.937182131,-1.219524881,1.174331204,0
0.301009151,1.104193326,0.570341978,3.668304845,-7.339700861,-4.647430036,-2.050003466,2.867444058,0
0.321296345,1.072015307,0.610761775,3.336531287,-5.67017861,-5.679658425,-1.306438976,0.810405234,0
0.309609412,1.09347084,0.564338324,3.531775189,-6.63194759,-4.991393232,-2.16044697,2.020942588,0
0.299335547,1.034005815,0.579834121,3.454336862,-7.477429037,-6.898952724,-1.875385559,1.540814982,0
0.28797261,1.058243283,0.57728816,3.674805331,-8.412535025,-6.121446765,-1.922221181,2.907747906,0
0.227868935,1.011002566,0.504578086,4.436772238,-13.35873029,-7.636866592,-3.259799102,7.632040937,0
0.363936611,1.098264798,0.634009251,3.017736511,-2.161123915,-4.837609395,-0.878777335,-1.166163469,0
0.347220786,1.123821951,0.599603801,3.236620611,-3.536742559,-4.017769663,-1.5117016,0.190946167,0
0.366661323,1.077211832,0.653893967,2.937893267,-1.936895406,-5.512960763,-0.512977168,-1.66120187,0
0.391630229,1.087379033,0.662178052,2.776545205,0.117905466,-5.186810356,-0.360582737,-2.661580651,0
0.338417926,1.082142605,0.590559318,3.197651549,-4.26116853,-5.354788062,-1.67808433,-0.05066704,0
0.368654364,1.057024616,0.640940606,2.867251057,-1.77287928,-6.160540002,-0.751267797,-2.099192677,0
0.352033541,1.044098557,0.61935882,2.96590647,-3.140679796,-6.575190907,-1.148287347,-1.487516403,0
0.355309076,1.072119695,0.620274007,3.017428393,-2.871121607,-5.676309775,-1.131451514,-1.168073837,0
0.358332615,1.079704727,0.632576321,3.013135507,-2.622301315,-5.432991989,-0.905137572,-1.194690283,0
0.361425853,1.115176019,0.586184466,3.085490451,-2.367745178,-4.295119753,-1.75856431,-0.746080305,0
0.341883288,1.057412725,0.639350632,3.09290557,-3.975988681,-6.148089954,-0.78051703,-0.700105613,0
0.351703679,1.052953148,0.600021948,2.993864469,-3.167825602,-6.291147324,-1.504009343,-1.314173204,0
0.381677761,1.088584691,0.674389568,2.852104059,-0.701126811,-5.148134464,-0.135939129,-2.193106016,0
